,AAPL US Equity,,,,,MSFT US Equity,,,,,GOOGL US Equity,,,,,AMZN US Equity,,,,,TSLA US Equity,,,,,CSCO US Equity,,,,,ADBE US Equity,,,,,INTU US Equity,,,,,VRSN US Equity,,,,,PYPL US Equity,,,,,MDLZ US Equity,,,,,AMGN US Equity,,,,,GILD US Equity,,,,,MRNA UW Equity,,,,,REGN US Equity,,,,,JPM US Equity,,,,,GS US Equity,,,,,V US Equity,,,,,AXP US Equity,,,,,IBM US Equity,,,,,HSBA LN Equity,,,,,BARC LN Equity,,,,,LLOY LN Equity,,,,,STAN LN Equity,,,,,SDR LN Equity,,,,,HL/ LN Equity,,,,,LSEG LN Equity,,,,,BATS LN Equity,,,,,ULVR LN Equity,,,,,TSCO US Equity,,,,,SBRY LN Equity,,,,,MKS LN Equity,,,,,BA US Equity,,,,,DTE GR Equity,,,,,TTE FP Equity,,,,,ABI BB Equity,,,,,NOKIA FP Equity,,,,,BNP FP Equity,,,,,SAN FP Equity,,,,,ALV GR Equity,,,,,EXPN LN Equity,,,,,ITRK LN Equity,,,,,EZJ LN Equity,,,,,AUTO LN Equity,,,,,SGRO LN Equity,,,,,UTG LN Equity,,,,,LAND LN Equity,,,,,BND US Equity,,,,,UKAB3YAC Index,UKX Index,,,,,SPX Index,,,,
15/07/2022,150.17,149.78,150.86,148.2,76259931,264.89,268.205,268.3,263.28,24615114,115.834,118.273,118.58,115.18,36420760,113.22,117.09,117.98,112.7,62133240,244.92,249.3667,252.07,242.5655,89178312,43.77,44.29,44.29,43.625,22755296,381.07,388.8,389.385,379.38,2244631,404.72,415.36,420,402.82,1783824,168.85,169.08,170.155,167.52,477469,75.94,77.99,78.45,75.32,11657201,62.63,62.15,62.81,62.08,5213256,244.85,245.17,246.285,244.025,2767528,62.83,62.93,63.53,62.63,6586902,145.36,143,146.4,138.5,1444573,602.4,608.76,610.95,601.23,580905,116.38,118.06,118.5,115.6417,11280485,300.78,303.06,304.32,298.878,2091675,203.56,205.75,207.09,202.6149,6121223,144.29,147.99,148.77,143.95,3151538,142.8,142.26,143.83,141.95,3935968,538.6,538,541.1,532,26307795,158.64,158.58,161.28,157.34,30874811,43.31,43.375,43.9,42.975,158868383,605.8,590.2,607,589.8,5485642,469.2,475.32,477.02,467.5,1863118,810.8,816.4,829,806.8,1494721,7664,7630,7712,7576,532395,3571.5,3538,3579,3509.5,2263601,3734,3766,3769.5,3710,1914054,202.51,203.83,205.225,201.7,783610,211.6,211.9,214.6,210.7,8448809,144.95,145.15,148.2,143.8,14581735,138.72,140.28,140.573,136.22,8457424,18.732,18.914,18.956,18.648,6969749,50,49.365,50.45,49.28,5031536,51.05,51.07,51.31,50.59,1409864,4.5805,4.5535,4.62,4.55,83068,47.805,48.08,48.675,47.415,2131109,99.59,100.88,101.24,99.49,1567732,181.18,181.94,183,180.18,1081724,2405,2410,2425,2393,1359754,4381,4361,4414,4329,617125,403.6,395,415.9,395,5466548,551.6,555,556,543.8,2309598,1033.5,1030,1042,1023.5,2244177,1107,1112,1117,1092,678112,723,720.2,726,716.2,2268489,74.47,74.54,74.7301,74.39,6238862,3000,7258.32,7208.81,7284.48,7208.52,677679401,3900.11,3920.76,3927.72,3889.66,605653122
18/07/2022,147.07,150.74,151.57,146.7,81420868,256.48,263.98,266.91,256.32,27380247,112.008,115.803,117.31,111.848,35880960,107.4,113.5,114.85,107.04,75172028,232.6633,244.4833,249.97,232.3433,90666501,43.06,43.91,44.4713,42.99,20094262,365.63,381,382.98,364.45,2660047,386.29,405.75,409.77,384.49,1631091,164.26,168.97,170.62,163.67,529811,71.82,75.68,76.92,71.6121,15005631,61.72,62.87,63.18,61.555,6736185,243.51,245.93,247.58,243.39,2430090,62.21,62.83,63.49,62.13,6165289,142.19,143.74,149.75,140.95,1254135,594.42,600.67,604.33,593.63,534109,115.82,117.67,119.29,115.6,11615519,299.49,305.9,308.97,299.18,2329015,198.12,204,206.79,197.5,4372458,142.19,146.08,149.51,141.85,2720704,141.86,142.92,144.155,141.32,4065202,545.8,541,549.6,538,18851680,160.02,159.74,162.64,159.5,34506639,43.435,43.48,43.99,43.425,92481398,620.6,608,626.8,608,6498217,472.26,470.56,475.66,467.5,938342,812.2,808,820.2,803.4,868682,7748,7678,7832,7670,427599,3628,3594.5,3640.5,3580,2171600,3742,3758,3768,3717.5,1914638,195.25,202.84,205.37,194.92,888237,213.5,212,215.6,211.2,7205356,144.45,147.55,147.55,142.95,4367679,138.7,140.89,147.18,138.54,12142256,18.918,18.806,19.178,18.78,7450325,50.65,50.6,51.37,50.51,5344547,52.09,51.76,52.58,51.65,1668841,4.6,4.6105,4.653,4.6,67222,47.91,48.315,48.765,47.72,2000150,99.37,99.4,100.38,98.73,1458646,182.3,181.24,184.74,181.12,795335,2389,2422,2422,2378,2112970,4398,4407,4427,4354,294026,411.7,408,416.6,406.7,6232987,552.4,552.8,561.4,549.8,2932174,1042,1026,1044,1023,2157321,1139,1131,1145,1110,790083,736.6,726.8,741.6,723.8,1654384,74.51,74.43,74.51,74.305,5578795,3000,7323.41,7258.32,7362.37,7258.32,614889372,3821.55,3913,3945.86,3820.14,613334223
19/07/2022,151,147.92,151.23,146.91,82982367,260.26,257.59,261.97,255.76,20069839,111.702,111.552,113.16,110.872,24716820,108.92,107.38,110.99,106.91,66375341,228.49,230.5,231.1733,222.2733,82897254,42.88,43.14,43.26,42.6938,13450785,368.5,367.94,370.37,362.64,2027907,389.66,389.375,392.55,382.74,1066313,166.26,164.5,166.88,163.11,563967,71.47,71.212,72.15,69.7701,11344507,62.05,61.5,62.36,61.49,5056614,245.43,246.26,247.1,243.72,2610385,62.48,62.31,62.97,61.915,5800403,142.81,140.47,144.36,138.65,849893,597.62,597.56,607.41,590.01,532997,115.3,116,116.82,114.73,9338432,303.28,303.37,307.44,299.91,2475949,199.5,197.32,200.64,197.32,4324567,139.47,141.65,141.675,138.45,4164876,140.71,142.74,143.5213,139.5,4161491,552.1,542.3,555.4,541.7,18274312,156.76,157.88,159.56,156.76,38313930,43.01,42.91,43.625,42.775,124798719,638.6,616.4,641,615.8,6889534,464.1,465.8,467.5,462.06,1411136,801.2,800.8,805.8,786.6,530301,7700,7684,7742,7616,246256,3626.5,3606,3645,3585,2118781,3758.5,3721,3766.5,3702.5,2405220,195.56,196.28,196.87,193.16,719412,211,210.6,212.3,209.8,8555321,140.1,143.3,144.3,139.75,3698137,138.45,138.61,138.92,134.84,7489226,18.97,18.936,19.062,18.744,9757170,50.96,51,52.01,50.65,6183440,51.81,51.55,51.99,51.42,1428336,4.52,4.5755,4.6,4.52,92226,47.08,47.4,47.775,46.82,2391623,100.88,99.34,100.92,99.28,1613354,184,182.64,184.96,181.2,888052,2424,2359,2431,2356,1307318,4350,4356,4380,4285,266723,386.6,401.7,405.5,385.7,5387671,551,545.2,556.4,540.6,2181764,1016.5,1028,1030,1005,2236144,1109,1131,1131,1082,840042,688.4,724,730.8,680.8,3717519,74.94,74.51,74.945,74.51,3896421,3000,7312.32,7323.41,7345.45,7263.54,648293996,3818.83,3825.09,3836.5,3799.02,536713686
20/07/2022,153.04,151.12,153.72,150.37,64823413,256.83,257.05,259.53,252.9,31730868,108.963,110,110.888,106.75,43169060,106.21,108.11,108.18,102.52,97679401,224.4733,224.51,229.4567,218.8633,94600452,42.64,42.37,43.14,42.19,24947921,366.06,362.9,370.42,357.56,2595510,385.44,387.7,389.58,376.18,1670438,167.33,165.19,169.83,164.965,841203,69.84,70.82,70.89,67.58,14264683,62.09,61.58,62.51,61.51,7291072,243.3,244.17,245,240.73,3033810,61.81,61.95,62.405,61.29,6411921,142.85,143.4,147.32,135.55,1772528,591.13,594.93,598.67,583.05,685395,112.61,113.17,114.075,110.93,15172611,297.02,296.58,300.335,292.23,2669548,196.89,195.37,198.85,192.85,7045200,138.62,136.7,139.87,134.3,4123483,141.19,139.58,142.46,139.28,4878020,535.6,545.9,546.6,528.5,21807214,153.12,154.4,154.92,150.12,48398656,42.31,42.375,42.685,41.52,173822028,618.6,623,627.2,609.2,6282840,454.24,459.68,459.68,445.74,1729354,787.8,782.6,789.8,770,839979,7632,7596,7706,7554,433401,3519.5,3560,3563.5,3502,2114908,3721,3708.5,3727,3686,3412727,193.85,194.53,195.98,191.99,939218,204,208.9,209.1,200.9,7111412,135.5,138.4,138.4,129.5,6540523,136.72,134.3,137.49,131.6,8455129,18.902,18.906,19.068,18.778,11887613,50.37,50.57,50.99,49.805,7951972,51.36,51,51.45,50.58,1836583,4.448,4.4745,4.484,4.4045,124681,45.365,46.6,46.65,44.31,6778136,96.34,96.38,98.75,95.87,3108148,182,182.6,182.72,179.72,1476045,2406,2376,2421,2353,1497820,4206,4246,4276,4139,537720,366.6,380,380.1,352.6,8466469,555,542.6,557.4,540.8,2878978,976.8,1002,1004,959.2,3519130,1064,1082,1095,1058,943970,664,677.8,678.8,653.2,2567410,75.26,75.17,75.45,75.17,4387077,3000,7169.28,7312.32,7312.32,7110.7,831904760,3785.38,3785.99,3818.99,3738.67,846482439
21/07/2022,155.35,154.5,155.57,151.94,65086636,259.58,256.39,259.77,254.61,22837692,108.738,107.933,109.25,106.731,35475660,109.56,106.29,109.75,105.847,73021171,227.2633,227,230.23,222.12,74460444,42.6,42.52,42.7,41.57,24338545,368.48,364.175,369.529,359.07,2471735,388.31,382.5,391.13,378.08,1133780,170.81,167.01,171.89,162.85,535355,71.4,69.84,71.7,69.66,9727264,63.34,61.55,63.625,61.55,9481219,245.55,243.25,246,240.72,2745504,62.36,61.47,62.43,61.27,5207656,149.95,141.93,151,139.58,1476130,595.4,587.76,597,586.17,387811,114.05,112.65,114.415,111.16,10573577,299.23,295.27,300.33,291.72,1749411,199.18,196.79,199.8,194.71,4131776,140.4,138.07,140.89,137.47,2625268,141.12,141,141.67,139.26,4012106,534.4,535.4,540.6,531.9,14622751,153.2,151.86,156.72,151.68,38229749,42.41,41.995,43.515,41.855,147432527,613,611.8,623,611,6844772,449.82,449.48,453.56,444.04,2005377,777,778.4,786.4,764.4,624819,7558,7596,7614,7484,445377,3535.5,3493.5,3554,3463.5,1673070,3800,3730,3810,3718.5,2784676,196.31,194.41,197.16,192.465,893304,207.4,203.7,209.6,203.2,7649841,138.2,133.45,141.2,133.35,4059837,139.84,135.88,141.79,135.4,7627130,19.24,18.844,19.24,18.736,7867809,50.15,50.25,51.02,49.66,6672745,52.28,50.95,52.4,50.21,1383522,4.45,4.402,4.495,4.402,93417,45.31,44.9,45.965,44.65,2923835,97.52,95.32,97.52,95.14,2524240,183.04,180.36,183.46,179.18,826730,2430,2398,2446,2389,865309,4261,4203,4307,4187,247244,376.9,364,389.4,362.4,7322975,542.2,547.8,552.6,536.4,1574476,956,974.8,981.8,950,2641005,1057,1064,1072,1045,540838,653.2,669.2,675.6,652.2,1639333,75.71,75.61,76.0497,75.5301,5801865,3000,7168.65,7169.28,7214.82,7101.38,625560756,3825.33,3781,3829.82,3752.1,605698751
22/07/2022,154.09,155.39,156.28,153.41,66675408,259.58,256.39,259.77,254.61,22837692,108.738,107.933,109.25,106.731,35475660,109.56,106.29,109.75,105.847,73021171,227.2633,227,230.23,222.12,74460444,42.6,42.52,42.7,41.57,24338545,368.48,364.175,369.529,359.07,2471735,388.31,382.5,391.13,378.08,1133780,170.81,167.01,171.89,162.85,535355,71.4,69.84,71.7,69.66,9727264,63.34,61.55,63.625,61.55,9481219,245.55,243.25,246,240.72,2745504,62.36,61.47,62.43,61.27,5207656,149.95,141.93,151,139.58,1476130,595.4,587.76,597,586.17,387811,114.05,112.65,114.415,111.16,10573577,299.23,295.27,300.33,291.72,1749411,199.18,196.79,199.8,194.71,4131776,140.4,138.07,140.89,137.47,2625268,141.12,141,141.67,139.26,4012106,539.7,539.1,543.1,536.3,8322261,155.52,154.02,157.04,153.98,27702144,42.665,42.605,43.115,42.56,89559237,623.6,615.2,628.4,615.2,4600944,450.16,452.88,453.22,446.42,971153,773,781.8,784,773,486065,7708,7532,7750,7532,352625,3560.5,3572.5,3589,3556.5,1186595,3802.5,3802,3816.5,3793,1100651,196.31,194.41,197.16,192.465,893304,208.4,208.4,208.9,204.9,3096539,139.8,138.25,141.25,137.45,3378352,139.84,135.88,141.79,135.4,7627130,19.316,19.15,19.39,19.15,5770950,52.43,51.27,52.43,51.17,5655336,51.54,52.73,53.18,51.45,1032496,4.438,4.4785,4.486,4.438,35902,45.28,45.49,45.62,44.81,1926639,98.34,98.17,98.76,97.83,1071932,183.06,183.36,184.36,182.48,513150,2426,2442,2454,2426,1911244,4228,4273,4304,4228,396264,360.3,383.1,384.9,355.7,10031489,559.6,553.6,560,550,1697180,950.6,963.4,965,946.8,1900299,1046,1063,1064,1038,285667,653.8,658.2,659,648,872846,75.71,75.61,76.0497,75.5301,5801865,3000,7232.65,7168.65,7258.46,7168.65,400771625,3825.33,3781,3829.82,3752.1,605698751
25/07/2022,152.95,154.01,155.04,152.28,53623945,262.85,256.16,262.98,254.74,22971634,113.263,107.101,113.377,105.732,39399640,113.5,107.6,114.08,106.324,76684414,233.0667,223,233.1467,216.1667,84779112,41.96,41.52,41.97,40.82,24448142,376.49,363.5,378.52,359.82,3121504,400.22,384.77,400.335,380.33,1591443,172.3,169.18,172.39,166.81,625911,74.4,70.18,74.485,68.76,12833153,62.48,63.125,63.2,61.13,9230908,246.73,245.19,246.74,242.32,2483738,62.34,61.9,62.47,61.3583,5216038,155.54,148.17,158.79,146.84,1808673,596.56,593.92,597,583.09,585968,112.62,110.77,112.71,109.3,12515590,297.2,293,297.35,288.36,2483079,200.54,196.23,200.57,194.14,4110884,139.65,137.22,139.65,135.65,4057491,137.62,139.97,139.97,135.27,6274067,523.1,543.5,544,520.9,29339144,147.48,156.5,156.96,147.22,56419531,41.355,43.085,43.275,41.335,189744330,592,615,620.6,590,15005423,438.26,451.86,455.6,438.26,1377489,763.2,775.4,781.8,759,1032443,7430,7728,7758,7430,616323,3426,3565.5,3573.5,3425,2537814,3802,3798.5,3814,3777.5,3191241,198.03,195.88,198.74,192.81,1160891,210.6,211.8,214.7,208,10455699,137.45,142,142,137.05,6981430,137.7,136.25,138.07,131.29,10073971,18.976,19.322,19.4,18.764,11476505,49.065,52.39,52.42,49.05,6941767,52.18,52.58,53.14,51.82,1789527,4.3715,4.46,4.46,4.35,98452,43.905,46.325,46.4,43.485,4253514,97.12,98.8,98.83,96.76,1952341,177.64,184.3,184.58,175,1644210,2447,2435,2455,2398,2436624,4210,4240,4264,4137,261434,345.5,361.9,365.1,338.3,6141181,563.2,560.2,566.4,557.6,4928708,984.2,958.4,988,955.2,2865458,1042,1054,1058,1038,682178,643.6,657.4,663.4,642,2041035,75.84,75.85,75.97,75.701,6253887,3000,7025.47,7232.65,7260.3,7016.78,878998194,3831.39,3792.61,3832.19,3742.06,669970316
26/07/2022,151.6,152.265,153.085,150.8,55138691,266.21,263.75,267.99,262.4,23824419,114.572,113.302,115.59,111.476,37431380,114.33,113.21,115.48,112.01,66958884,231.7333,230.78,234.5633,227.1867,71853630,42.69,42.12,42.93,42.01,17250440,382.83,378.54,385.385,374.09,2284551,404.91,403.34,408.58,396.73,1356385,176.06,173.44,177.525,172.63,611059,73.24,74.83,75.4,72.63,9436619,62.41,62.53,62.92,62.14,8540544,245.25,246.62,248.081,244.54,4320615,62.73,62.62,62.879,62.16,5888164,159.56,154.85,161,150.5,1552158,594.9,594.79,601.88,588.915,528896,111.89,111.73,112.99,110.785,10656197,293.76,296.27,297.34,290.6,1774514,201.12,200,202.51,198.665,4111355,138.15,139.29,140.5,137.85,4401364,138.08,138,139.14,137.13,3237059,518.7,521.6,526.2,513.1,27432237,146.86,148.84,150.6,145.98,56210814,41.295,42.26,42.275,41.095,171989362,578.2,595.6,600.2,570.6,11133313,456.28,442.34,456.28,442.34,2123130,798.4,772,802.4,767.4,1208347,7668,7522,7758,7518,462283,3488.5,3461.5,3549.5,3453,3180195,3871,3802,3894,3802,4359870,197.55,198.96,199.43,194.57,1089041,214.7,212.9,218.2,212.9,10008511,135,138.45,140.2,134.9,5189087,136.31,137.54,138.71,134.46,6608039,19.024,18.92,19.22,18.912,10677845,47.64,49.65,50,46.945,8692108,53.55,53.04,54.4,52.98,1951888,4.44,4.423,4.4895,4.394,107001,43.435,44.26,44.705,43.125,3260699,97.9,97.94,99.45,97.36,1892418,176,177.5,177.82,173.76,1481639,2549,2482,2552,2474,5130658,4254,4142,4264,4142,419110,357.2,355,362.7,351.9,5242895,587.2,572.6,590.6,571,3085912,1002.5,998,1015.5,995.8,2880640,1072,1055,1080,1054,748777,660.6,650.4,667,650.4,1928743,75.38,76.03,76.05,75.355,5312033,3000,7107.77,7025.47,7198.72,7025.35,832705013,3845.08,3831.98,3870.91,3809.37,615703520
27/07/2022,156.79,152.58,157.33,152.16,78620688,268.4,265.12,269.055,265.02,20859874,118.783,115.08,119.19,114.834,40935880,116.33,113.85,116.99,113.49,57872323,244.5433,233.92,245.3617,232.21,81930690,43.22,42.88,43.36,42.79,22316703,390.89,382.5,392.07,382.38,2368519,410.84,399.365,411.615,397.87,1585073,178.62,175.56,179.375,174.1,507994,75.04,73.18,75.15,72.77,10739774,62.37,62.32,62.63,61.775,9442403,247.42,244.5,248.03,244.29,3068192,62.72,62.62,63.015,62.35,6242551,172.4,159.54,173.63,159.44,2068081,607.45,598.01,609.65,596,527985,114.72,113.5,114.9,113.4,10347385,298.6,297.66,299.07,293.6,2046455,202.8,202.54,203.43,200.04,4650703,141.03,140.18,142.17,139.15,4258109,140.83,138.91,141.325,138.83,3897077,535.6,525.5,538.1,525.4,23983882,151.02,149.06,152.5,149.06,51477572,42.295,42.14,42.495,41.985,252858641,597,591.8,604.8,591.8,6430234,459.34,457.3,462.4,455.94,1490153,808.4,792.4,811.8,792.4,875247,7582,7688,7754,7542,381343,3379.5,3438.5,3458,3377.5,2258601,3825.5,3891.5,3895.5,3824.5,3048623,203.44,197.56,203.99,197.56,906905,213.9,215,215.9,213.1,6478212,138.7,136,139.15,135.2,4733591,139.97,137.93,142.275,137.899,7674390,19.274,19.148,19.274,19.072,12481056,49.375,48.21,49.75,48.195,6977326,53.58,53.75,54.2,53.24,1486835,4.557,4.4825,4.5575,4.4825,58853,44.55,44.24,44.875,43.9,3469291,99.27,98.82,99.75,98.05,2003734,179.14,177.1,179.68,176.66,1056538,2613,2554,2618,2554,2672208,4291,4282,4331,4254,468579,372.5,358.6,376,353.6,4656595,584.2,590.8,592.6,583.2,1712197,1002,990.8,1009,986.8,2641022,1106,1083,1106,1073,671734,681.4,666.6,685.2,666.6,3005320,75.17,75.45,75.46,75.1,7536670,3000,7189.08,7107.77,7213.05,7107.77,903550647,3902.62,3858.85,3910.63,3858.85,596928101
28/07/2022,157.35,156.98,157.64,154.41,81378731,267.66,264.79,268.1,263.285,19658751,119.354,117.25,119.685,116.901,38238160,115.54,114.6,116.58,113.69,45719694,250.7633,242.3333,254.98,241.1614,101854086,43.39,43.03,43.605,42.94,11816977,389.44,384.35,391.86,383.84,1611201,406.81,402.41,409.8,398.224,1173100,178.63,177.34,179.07,175.78,516565,73.43,73.12,74.76,71.83,11734548,62.44,62.37,62.83,62.16,4951710,248.48,248.15,250.24,247.2,2215544,62.84,62.56,63.195,62.4,4162078,176.23,170.72,180.73,170.5,1988545,621.57,605.58,624.48,604.12,586711,114.36,115.16,115.65,113.61,8807840,296.47,300.5,300.892,295.07,1438883,203.57,202.32,204.1,200.46,3621759,141.76,141.74,143.11,139.72,3631943,140.47,140.76,141.3203,139.82,2820928,525.8,532,532,519.6,19952816,151.96,151.2,153.32,149.16,41964554,42.2,42.3,42.42,41.4,125541993,579.4,593.2,597.2,571.6,4489598,464.1,461.72,466.14,454.92,1573618,814.6,809,818.4,801.8,1007988,7612,7666,7692,7542,375250,3383,3378,3398.5,3346,1830458,3836,3841.5,3857,3809.5,2684015,203.96,203.44,204.68,201.84,690438,216.9,213,217.9,212.7,7033638,134.3,133.1,137.6,133.1,6694041,139.07,139.7,140.739,137.375,5655499,19.178,19.16,19.328,19.1,8138176,49.27,49.21,50.28,48.755,4266297,54.63,53.4,54.75,53,1571257,4.6035,4.5465,4.6085,4.5265,81809,45.46,44.405,45.6,43.845,2940913,99.33,98.43,99.58,97.79,1431733,179.84,178.4,180.5,177.58,792271,2603,2656,2656,2561,1571380,4255,4207,4315,4199,308194,376.4,374.4,382.2,368.9,3544677,592,585.6,594.2,581.8,1725984,1005,998,1007,989,2799856,1113,1113,1126,1100,673452,685,678.8,687.2,672.4,1641078,74.92,75.01,75.04,74.84,4187094,3000,7196.24,7189.08,7210.58,7129.15,586082485,3899.38,3888.26,3918.5,3869.34,484507487
29/07/2022,162.51,161.24,163.63,159.5,101786860,264.51,265.65,266.53,262.18,19519108,115.677,117.998,117.998,115.331,31243700,111.75,114.08,114.3,110.87,53540019,234.3433,252.1033,253.0633,233.6267,99509220,43.25,43.34,43.68,43.07,15279568,384.16,386.57,388.05,380.457,1835865,402.56,404.65,406.94,395.37,1021457,175.84,176.97,177.58,175.25,414683,70.47,72.66,73.28,70.0698,10875733,62.28,62.55,62.815,62.015,5223549,247.78,249.28,250.11,246.99,1805136,62.66,62.79,63.04,62.53,3479245,175.26,173.78,180.45,171.41,1760454,614.46,615.55,620.64,613.695,436163,112.86,113.55,114.23,112.215,7944573,293.18,293.2,296.54,291.875,1520253,205.06,202,206.74,202,5366255,140.58,140.47,142.31,139.835,2377876,141,140.62,141.87,140.13,3912773,527.7,522.4,532.1,519.2,13401406,151,149.86,152.4,149.52,27605291,42.015,42.005,42.475,41.945,119057231,585.2,576,587.8,569.6,4770060,459,455.94,463.42,453.56,808124,810.4,812.8,817.8,803.8,545808,7662,7544,7666,7544,182500,3389,3359.5,3400.5,3335,1415454,3852,3818,3865,3815.5,1547658,203.4,203.6,205.66,201.92,880435,215.2,215.9,217.4,214.2,4371031,134.75,133,136.5,132.55,2987875,136.99,137.77,139.24,134.89,6180548,19.206,19.048,19.29,18.938,6090411,48.92,48.87,49.4,48.29,3400071,54.59,53.88,55.35,53.88,1738278,4.596,4.536,4.62,4.536,267576,43.975,44.205,44.715,43.7,3271985,100.14,99.33,100.46,98.86,1240263,177.96,179.2,180.78,177.66,614764,2624,2587,2624,2575,1212636,4270,4192,4276,4192,234158,358.9,367.4,374.2,358.9,3886742,590.2,582.4,591.8,580,1403457,999.2,990.6,999.2,984.8,1280306,1110,1090,1118,1090,387298,675,672,680.6,669.2,905166,75.2,75.19,75.39,75.15,4128615,3000,7196.59,7196.24,7204.06,7097.42,509591163,3854.43,3880.94,3880.94,3847.22,506095661
01/08/2022,161.51,161.01,163.59,160.89,67829379,253.67,265.88,265.94,252.04,35868450,114.021,116.215,116.974,113.69,29959700,109.22,112.16,113.23,108.34,54280257,233.07,236.8467,239.7733,228.3683,87930960,42.86,43.58,43.83,42.66,17385309,375.54,383.9,391.515,372.91,2639683,385.87,405.12,406,381.13,1611341,174.43,176.68,178.01,173.76,574158,71.43,70.46,72.51,70.46,12294873,62.56,62.72,63.5,62.275,5921460,246.97,247.78,250.09,245.68,2699352,62.34,62.49,62.8,62.01,6098341,173.25,174.73,176.86,170.33,1414023,610.09,619.09,620,605.03,415303,112.97,112.58,115.18,112.26,11250917,292.53,289.71,299.08,289.51,1772558,204.82,203.25,208.12,202.76,6779493,139.18,137.53,141.89,137.0601,4047613,139.18,140.84,141.55,138.565,3235571,529.8,527.1,530.4,517.2,15533326,152.14,149.64,152.14,146.94,41515501,42.42,41.695,42.425,41.375,206981856,579.8,586,588.4,566,5580814,466.48,452.88,466.48,452.54,1482471,824.8,803.2,829.2,801.6,925449,7730,7632,7770,7600,346125,3429.5,3370,3439.5,3358,1729151,3890.5,3856,3899.5,3830,2622787,196.53,204.04,205,195.88,1454830,215.2,214.8,215.5,212,4022655,134.5,134.05,134.65,130.25,4951330,147.15,136.86,149.32,136.81,18598189,19.156,19.094,19.34,18.95,8720003,48.265,49.115,49.34,47.85,5045734,54.85,53.94,54.89,53.85,1557295,4.628,4.586,4.628,4.575,78920,43.815,43.835,43.935,42.805,4051308,100.06,100.48,100.66,99.47,2011208,178.52,177.04,179.44,174.9,1008946,2617,2616,2636,2586,1841519,4307,4246,4323,4227,235205,369.4,359,369.4,348.9,4612871,586,584.4,587.2,580.8,2173059,1016.5,996,1016.5,986,2175920,1127,1109,1143,1104,703164,662.4,668.8,668.8,647.6,1497826,75.33,75.48,75.6163,75.33,6013729,3000,7209.86,7196.59,7216.9,7143.31,671828146,3818.8,3851.95,3873.41,3802.36,583507688
02/08/2022,160.01,160.1,162.41,159.63,59907025,252.72,250.19,253.55,248.11,29497423,111.354,111.701,114.196,111.202,43722020,110.4,107.03,111.78,106.01,61353812,237.04,225.5,242.06,225.0333,97954497,42.7,41.854,43.05,41.8,16854195,371.94,368.2,374.41,364.7,1993962,383.31,376.99,387.16,373.95,1255507,175.27,171.49,176.315,171.03,448432,71.36,69.22,72.07,68.51,12037030,61.97,62.04,62.65,61.46,5062807,247.09,246.37,248.75,245.16,2498019,62.46,61.92,62.73,61.6,6162898,171.24,168.88,176.51,167.17,1306026,602.02,597.85,613.819,597.85,433252,111.91,111.75,112.4769,110.38,12979883,290.15,290.51,291.187,285.81,1884091,204.15,200.43,205.57,199.5,7597330,139.4,136.84,140.02,136.36,2753776,137.18,137.18,138.9,136.8,4123213,527.2,529.5,532.7,522.1,16957550,149.22,150.36,151.76,148.04,35292169,41.915,42.205,42.54,41.515,106401288,577,580,582.6,571.8,4103463,458.32,469.88,470.22,455.26,2930554,812.4,819.6,825.2,798.6,637398,7674,7696,7726,7570,325020,3390,3403,3421.5,3357.5,1942466,3874,3871.5,3879.5,3831,2008256,197.53,194.22,198.93,193.51,1222016,214.8,215,215.6,212.7,3414945,132.25,134.6,136.2,132.15,4355784,143.95,142.785,146.41,142.18,9038684,19.2,19.204,19.312,18.934,7713834,48.345,48.03,48.72,47.4,4912501,54.61,54.6,54.97,53.93,1329769,4.542,4.5815,4.5815,4.51,120591,42.73,43.645,43.825,41.97,4133839,99.22,99.31,99.64,97.62,1533656,176.5,177.98,178.28,174.54,1328672,2570,2596,2618,2540,1629732,4325,4292,4336,4254,262719,356,368.2,372.9,350.1,3920685,570.8,585,585.6,563,1810218,1031.5,1010,1036.5,1006,2537977,1128,1118,1132,1111,467642,671.2,661.8,671.2,658.4,1844700,75.57,74.87,75.625,74.85,6382805,3000,7156.37,7209.86,7209.86,7104.06,620148894,3801.78,3779.67,3829.44,3759.07,560882002
